deviceId;deviceName;Dictionary;Load;Count;Sort;Config;Reshape;Build;TreeMemory;TreeLevels;Depth;TreeMemoryUniqueOnly;ChildrenMemory;ChildrenCountsMemory;ScanMemory;PreScanMemory;PermuationMemory;LengthsMemory;MasksPartsMemory;ContainerSumMemory;ContainerItemsMemory;ContainerStartsMemory;ContainerLengthsMemory;Find;Match;RandomCount;RandomMatch;RandomSort;RandomSortedMatch;HitRate;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{14, 5, 5, 8};2.106432;14.547936;9451912;{1,201,2220,222,};4;2660524;375448;16;16;16;2263796;2263796;2263796;2285028;2263796;10624;10608;35.294334;2.140256;100000;4.629792;2.987200;4.190720;0.000714;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{12, 4, 4, 4, 8};2.171104;16.996416;9420368;{1,124,425,4268,222,};5;2628980;324704;20;20;20;2263796;2263796;2263796;2304216;2263796;20220;20200;34.260895;1.532256;100000;1.682048;3.793984;1.452288;0.000652;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{6, 6, 4, 4, 4, 8};2.224928;19.477407;9414840;{1,40,124,425,4268,222,};6;2623452;318824;24;24;24;2263796;2263796;2263796;2304556;2263796;20392;20368;34.574978;1.570592;100000;1.192704;4.436512;0.590848;0.000701;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{7, 7, 2, 2, 2, 2, 2, 8};2.191360;23.352480;9622072;{1,40,201,425,1195,4268,16556,222,};8;2830684;383368;32;32;32;2263796;2263796;2263796;2447220;2263796;91728;91696;24.745344;1.061312;100000;3.833088;5.821888;1.293248;0.000671;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{7, 7, 4, 4, 2, 8};2.187392;19.207840;9576368;{1,40,201,1195,16556,222,};6;2784980;375272;24;24;24;2263796;2263796;2263796;2409636;2263796;72932;72908;32.907104;0.984736;100000;3.782688;4.410304;1.278240;0.000671;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{8, 8, 16};2.124544;12.756128;9101008;{1,40,425,};3;2309620;42000;12;12;12;2263796;2263796;2263796;2267584;2263796;1900;1888;58.343872;10.476960;100000;8.904096;2.430464;9.169728;0.000710;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{8, 8, 8, 8};2.165312;15.048608;9538024;{1,40,425,222,};4;2746636;477208;16;16;16;2263796;2263796;2263796;2269380;2263796;2800;2784;57.897953;10.405728;100000;9.227744;3.924096;10.158432;0.000712;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{8, 8, 4, 4, 8};3.482400;20.795649;9437360;{1,40,425,4268,222,};5;2645972;342368;20;20;20;2263796;2263796;2263796;2303544;2263796;19884;19864;37.807007;1.524512;100000;9.383552;5.259456;10.687680;0.000712;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{8, 8, 4, 2, 2, 8};2.198624;23.347361;9629880;{1,40,425,4268,16556,222,};6;2838492;402408;24;24;24;2263796;2263796;2263796;2436012;2263796;86120;86096;33.483871;0.942880;100000;8.325248;4.552928;8.447968;0.000710;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{8, 8, 2, 2, 2, 2, 8};2.245152;21.688095;9638200;{1,40,425,1195,4268,16556,222,};7;2846812;401136;28;28;28;2263796;2263796;2263796;2445592;2263796;90912;90884;25.614208;0.965024;100000;8.184480;5.086048;8.198560;0.000712;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{4, 4, 4, 4, 8, 8};2.202592;19.439425;9508824;{1,16,40,124,425,222,};6;2717436;446824;24;24;24;2263796;2263796;2263796;2270540;2263796;3384;3360;58.942783;10.474336;100000;2.116576;4.368960;1.357248;0.000677;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{4, 4, 4, 4, 4, 4, 4, 4};2.262336;23.012608;9422864;{1,16,40,124,425,4268,222,57,};8;2631476;326200;32;32;32;2263796;2263796;2263796;2305180;2263796;20708;20676;34.450497;1.621792;100000;0.605632;5.783264;0.579808;0.000677;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1};2.580832;61.394623;10151912;{1,8,40,40,56,77,99,124,158,201,282,425,683,1195,2220,4268,8364,16556,32934,222,170,139,91,57,39,4,};26;3360524;548264;104;108;108;2263796;2263796;2263796;2811940;2263796;274124;274020;7.735456;1.636096;100000;0.640160;19.225920;0.537664;0.000716;
